VEC mean,APE mean,Electronegativity local mismatch,Shear modulus delta,Shear modulus mean,Mixing enthalpy,Shear modulus strength model,Nb,Mo,Radii gamma,SFE
5.44,-0.0064834695087079,0.1522050000000001,0.3534187609170958,86.46719999999999,5.291199999999999,-0.0630090202644707,13,41,1.0438386624926657,1.3389
5.44,-0.0157740208838993,0.18048,0.6240455906320425,84.7752,7.2944,-0.1420174859531295,53,12,1.0440601005927388,1.3615
5.200000000000001,-0.000189624298682,0.10176,0.5028165923185587,65.23200000000001,3.824,-0.0866519761787828,46,16,1.0437557865350455,1.1708
5.69,0.0019953780343692,0.151425,0.3170352873017886,106.0737,4.942400000000001,-0.0530306014288382,7,50,1.044066923901233,0.9958
5.28,-0.0109206684141563,0.137925,0.464355668622954,79.5264,5.038400000000001,-0.0889162843921238,23,15,1.0437982949909734,1.2644
5.430000000000001,-0.0166355107367179,0.18072,0.3905934734258233,101.27190000000002,6.469600000000001,-0.0618119151033397,1,9,1.0439445109394192,1.4218
5.93,0.0189225903217503,0.0664199999999999,0.184340225623809,121.1169,1.4735999999999998,-0.0192984942647411,1,69,1.044240675379559,1.5325
5.640000000000001,-0.0014906395198512,0.1563,0.4524086622981783,93.7452,5.856000000000001,-0.0921427642688196,33,50,1.0440691989301645,1.8895
5.73,0.0047617999849317,0.15552,0.3655766991931948,118.7949,5.517200000000001,-0.0805799027529759,14,19,1.044270569459791,0.9257
5.25,0.0025003725912031,0.129465,0.5653401345528288,71.2485,4.98,-0.1102522119209089,45,12,1.0438274398754808,1.2275
5.58,-0.0058326580019937,0.1811249999999999,0.5041252809418928,99.1614,6.904,-0.1164045253621266,34,21,1.0441353039874774,1.7786
5.71,0.0035378612959094,0.1264800000000001,0.2964679298567447,99.1323,4.5052,-0.0525527771027123,12,69,1.0440146799259593,0.8565
5.82,0.0111422125782983,0.1259249999999999,0.3297166678718979,120.4326,4.088,-0.0663038030652574,14,35,1.0443005145616735,0.8324
5.629999999999999,-0.0022434789588594,0.16872,0.4832562089694081,97.1139,6.3136,-0.1026900261907488,35,37,1.0441216065486825,1.8704
5.63,-0.0022127318329805,0.1557,0.3673218353673211,97.8339,5.4204,-0.0705286979569241,16,51,1.0440146799259593,1.6943
5.59,-0.0051557973514375,0.177225,0.4169346225108882,102.7047,6.256,-0.0896705417622328,17,28,1.044076025796112,1.9546
5.449999999999999,-0.0015982945687798,0.15954,0.4054942592934398,86.92649999999999,5.643999999999999,-0.0782902569881286,19,37,1.0438813747050126,1.3561
5.6,-0.0044213768940382,0.17136,0.3846674980561566,101.82,5.88,-0.0758900941216322,13,36,1.0440419181336018,1.9981
5.68,0.0012930229223262,0.1673249999999999,0.4629444605894068,112.25039999999998,6.6544,-0.1085047196133396,31,11,1.044288991167999,1.6506
5.330000000000001,0.0102455924433159,0.15072,0.5779114520411989,74.45490000000002,5.806,-0.1175040881651961,48,19,1.043892632233968,1.2616
5.19,0.0088593057292508,0.10818,0.6242508673840155,63.36870000000001,4.311599999999999,-0.1154665596802667,60,7,1.0438162245101283,1.1711
5.69,0.0020356124526054,0.147465,0.3782395160954825,100.52970000000002,5.202,-0.0744066202556246,20,54,1.044078302011347,1.0339
5.24,-0.0058371202863851,0.113805,0.450290400032497,70.48920000000001,4.1568,-0.0802078135580744,34,21,1.0437513180197515,1.1983
5.45,0.0026519874423537,0.1569600000000001,0.4262857942481389,84.31049999999999,5.664,-0.0851773727270665,25,39,1.043885876841694,1.3449
5.45,-0.0150767612501615,0.18384,0.610341478192872,88.7265,7.504,-0.1452502523058514,49,7,1.0440851324376674,1.3842
5.680000000000001,0.0012154347026333,0.163725,0.3732842365887934,121.8984,6.3936,-0.0849489783061396,12,1,1.0442912952416792,1.4108
5.2700000000000005,-0.0053023557462364,0.13842,0.5199610200759877,77.3631,5.222,-0.1050794160160757,32,11,1.0438251962224998,1.2423
5.109999999999999,0.0314107625473557,0.07224,0.3399415784021599,76.9503,2.6788000000000003,-0.0399337909595101,2,1,1.0436244479369483,1.1057
5.380000000000001,0.0075887179986345,0.1471200000000001,0.4871418329368636,75.89940000000001,5.5032000000000005,-0.0974992112823835,39,34,1.0438611295120814,1.2796
5.85,0.0132887197838371,0.1038599999999999,0.2462146426592871,116.4105,2.974,-0.0354665823693096,4,61,1.0441924923739303,1.0635
5.460000000000001,-0.0143547600295485,0.178605,0.5797347472766757,86.0418,6.9808,-0.1290566820809964,46,19,1.04403510459307,1.3798
5.7,0.0026126038616088,0.163125,0.3573792071660188,119.001,5.800000000000001,-0.0762955460085411,10,15,1.0442452711533703,1.0597
5.299999999999999,-0.0257628623961481,0.145125,0.6527939523241342,68.73299999999999,5.795999999999999,-0.1313847093952796,63,15,1.0439106594565886,1.2247
5.88,-0.0001262114867476,0.0970199999999999,0.2199474824517943,134.3844,2.7808,-0.0301266686710388,1,22,1.0443999289692962,2.1491
5.77,0.0076452935337091,0.1422599999999999,0.3830791568455393,120.7281,5.292800000000001,-0.0849062098177693,21,17,1.0443420614970698,0.8386
5.07,0.0232151621857203,0.040545,0.4985586258566037,43.6371,1.634,-0.0623729169004877,92,6,1.0437580212249518,1.0799
5.369999999999999,-0.0208256744126599,0.170745,0.5916278412359071,83.4801,6.759999999999999,-0.1366208340221013,43,8,1.0439761651652997,1.3583
5.22,-0.0044685087819907,0.11142,0.4888442502177125,69.41460000000001,4.1408000000000005,-0.0871238824467866,38,16,1.043760256203109,1.1874
5.779999999999999,0.0082724684334622,0.1382999999999999,0.2911100930930131,127.2474,4.648,-0.0519668419820638,4,16,1.044318967735982,0.8555
5.48,-0.0129212333082944,0.16782,0.3868378667864007,92.7564,5.804800000000001,-0.0708213671311515,12,34,1.0439129141739996,1.4097
5.58,-0.0057813457173237,0.169245,0.4861060317008433,92.1534,6.322399999999999,-0.1025516428837502,35,39,1.044055553201719,1.7277
5.199999999999999,0.000569038142673,0.097485,0.4771879459014161,63.804,3.64,-0.0813840721503053,47,19,1.043744617407231,1.1623
5.36,-0.0215441748391266,0.16848,0.5873818071869817,82.9488,6.646400000000001,-0.1348077651065236,42,8,1.0439625920219715,1.3405
5.369999999999999,-0.0164747835207532,0.149625,0.3440072401031807,86.8401,5.1036,-0.0513217318587973,6,30,1.0437938155054336,1.335
5.59,-0.0052048224353462,0.182625,0.4160132482986514,110.3367,6.775600000000001,-0.0954722092158622,14,10,1.0441512979043028,2.058
5.59,-0.0051397482630575,0.1824,0.485478331953671,107.5167,7.2936,-0.1213170240552232,29,5,1.0442085386576303,1.7993
5.779999999999999,0.0084114474444126,0.12102,0.3231905261739735,105.9594,4.146400000000001,-0.0583006200978366,15,64,1.0441238887100706,0.736
5.67,0.0005590612268489,0.160785,0.3800324109854084,104.5551,5.510800000000001,-0.0767780149314101,16,42,1.0441010804938082,1.3243
5.51,-0.0108601536992451,0.184905,0.4890638351973932,98.3583,6.978800000000001,-0.1158843532664455,26,14,1.0440691989301645,1.5481
5.69,0.0019671904666248,0.157905,0.3660709368989937,106.8657,5.334,-0.0728477161145957,14,42,1.044119324685182,1.1255
5.35,0.0053284633509922,0.1545600000000001,0.5350323399451253,78.2055,5.824,-0.1098495228215941,39,21,1.043885876841694,1.2696
5.250000000000001,-0.0207886103603878,0.12096,0.3715043383578927,78.94050000000001,4.23,-0.058956659733892,12,19,1.0437223007368106,1.2338
5.73,0.0047317618936947,0.1556249999999999,0.3237712677250551,118.6869,5.1324000000000005,-0.061009459323661,6,26,1.0442200092944005,0.8353
5.46,-0.0092889673601872,0.1519800000000001,0.3137319348967021,88.9098,5.1832,-0.0494463011177403,7,44,1.043834172575099,1.3665
5.64,-0.0014461673454057,0.145365,0.3964920754979839,92.5812,5.4176,-0.0800384247033627,26,59,1.0440124119944592,1.718
5.52,-0.0101874222263588,0.1872599999999999,0.4630973688836732,105.8496,7.3072,-0.1138642169378015,19,2,1.044119324685182,1.5104
5.5600000000000005,-0.0072249089425509,0.168,0.3793174744860326,96.9588,5.7824,-0.0716860505171359,13,40,1.0439784283845226,1.8766
5.3500000000000005,-0.0214755435268301,0.148785,0.3297326493925323,88.2015,5.032,-0.0404740645755885,1,26,1.043778146412432,1.3183
5.14,0.0253025406878623,0.07518,0.3232127606078221,71.6442,2.624,-0.044711800667113,14,12,1.0436355397164552,1.1367
5.630000000000001,-0.0022926434515078,0.167985,0.3722434320966154,103.9179,5.7044,-0.0724871023685794,12,38,1.0440646491687258,1.7599
5.4,-0.0186872337045715,0.17424,0.5510569722400611,86.706,6.720000000000001,-0.1263888046383298,36,12,1.0439761651652997,1.3601
5.5600000000000005,-0.0072398537951592,0.184965,0.541656472614758,99.3228,7.408000000000001,-0.1293766689973634,40,11,1.044171883019941,1.5613
5.290000000000001,-0.0265284303491593,0.15378,0.6845902123835972,74.03370000000001,6.404400000000001,-0.1551577519060406,60,1,1.0439558094153267,1.2576
5.4,-0.0187219299984798,0.17766,0.5341733302272272,90.81,6.912000000000001,-0.1277619778869416,30,6,1.0439897488928265,1.3689
5.52,-0.0102070392066482,0.18672,0.4226931454443313,106.1136,6.9104,-0.0923558118229865,11,8,1.0440737498775432,1.6166
5.19,0.0145481862617614,0.104625,0.6360562475057445,59.75670000000001,4.178000000000001,-0.1140565315175532,68,10,1.043820709786522,1.1441
5.800000000000001,0.0013026963452038,0.1286399999999999,0.3282350965936003,127.614,4.704000000000001,-0.0694162805379389,13,12,1.0443813906568131,0.826
5.2700000000000005,0.002380973510092,0.144,0.592735902749202,76.1631,5.6912,-0.1281727183814399,43,5,1.0438768737343112,1.2522
5.32,-0.0243233091266571,0.149685,0.6508696909049456,69.6756,5.9744,-0.1317406955368087,63,17,1.0439241921471771,1.2299
5.369999999999999,0.0032631574678244,0.154545,0.4980615177600631,79.59209999999999,5.7196,-0.1008086528257723,34,26,1.043874623686054,1.301
5.42,-0.0172994682033121,0.178245,0.4832966677915498,93.4446,6.6632,-0.1092000711672919,21,11,1.0439693772714225,1.376
5.68,0.0012877788466231,0.1631999999999999,0.4558026261519055,102.9504,6.014399999999999,-0.0973918738331312,31,36,1.0441741717503852,1.4387
5.51,-0.0108188271531904,0.18738,0.5544565886087789,98.3943,7.6752,-0.1389677835812484,39,3,1.0441490121634778,1.4357
5.37,0.0075573195691643,0.1483200000000001,0.5024729029805893,75.86009999999999,5.5564,-0.1002771694766831,40,31,1.0438656264055972,1.2875
5.64,-0.0016067860576679,0.173925,0.4223925245766092,107.1012,6.243200000000001,-0.0952250967751237,20,25,1.0441535839438132,1.7343
5.46,-0.0144710268897221,0.1835999999999999,0.4426217959582189,99.6858,6.7624,-0.0957957223534579,13,10,1.044001076760294,1.4395
5.430000000000001,-0.0136434695734656,0.161745,0.3441944252492346,91.7799,5.4724,-0.0499429054206669,4,32,1.0438476458126953,1.3768
5.4,-0.0186914845045604,0.172125,0.513111464506584,87.774,6.464,-0.1142771646633262,29,15,1.04394677004803,1.358
5.449999999999999,-0.0150632109417537,0.167625,0.4538757985209049,87.9705,6.042,-0.0932696091965165,24,30,1.0439241921471771,1.3762
5.290000000000001,-0.0109395151500318,0.142665,0.4679323123374171,81.05369999999999,5.2252,-0.0912033809877338,22,14,1.0438117403928482,1.2921
5.73,0.0049049170119112,0.1293,0.2669836878510331,104.49089999999998,4.260800000000001,-0.0389022893914811,5,65,1.0440396466577488,0.7514
5.300000000000001,-0.0258238259868062,0.15624,0.6594804066145633,76.065,6.428000000000001,-0.1500771158743858,55,2,1.0439512891449887,1.2688
5.25,-0.0293784083280925,0.137385,0.6968363115958333,67.6725,5.670000000000001,-0.1464561442046585,66,4,1.0439106594565886,1.2128
5.180000000000001,-0.0201045308541445,0.09702,0.402761420783097,73.1454,3.4896,-0.0653252248748115,20,12,1.0436933320104047,1.1747
5.75,0.0062253096638907,0.14136,0.3395706423861138,109.6335,4.66,-0.0647771703608798,13,49,1.0441535839438132,0.7829
5.19,-0.018729245505237,0.10584,0.4389857288028204,74.79270000000001,3.8856,-0.0760764605251625,21,9,1.0437200706509726,1.1887
5.050000000000001,0.0237841986217496,0.03426,0.4464385561116635,57.2265,1.352,-0.0626848639574993,49,1,1.04366218907672,1.0672
5.539999999999999,-0.008657466138618,0.170205,0.3866679057518583,96.3882,5.8744000000000005,-0.0734655745833303,13,37,1.0439693772714225,1.7568
5.73,0.0047372970629509,0.14976,0.3108035718762455,127.8669,5.5708,-0.0574528518886807,4,3,1.0443212757465845,0.8322
5.54,-0.0086446971818974,0.1692,0.4138407421138345,94.1442,5.9672,-0.0834748162790715,19,38,1.0439784283845226,1.6339
5.84,-0.0001006393003021,0.1142999999999999,0.2953482870027224,129.6912,3.8688,-0.0577595315667919,10,18,1.0443929748131957,1.0562
5.88,0.0153904476167121,0.0929249999999999,0.2289886669724158,119.2524,2.4768,-0.0311221017659733,3,61,1.0442245996524264,1.2357
5.48,-0.0129040803544044,0.16782,0.4733950369581985,87.1404,6.1504,-0.0988692147899343,30,34,1.0439535491334546,1.3622
5.700000000000001,0.0026089266061897,0.160125,0.3410076953297199,123.657,5.956000000000001,-0.0698713214856444,7,5,1.044284383927782,0.9714
5.26,0.0031360222156771,0.13758,0.5879789700180953,73.5798,5.3816,-0.1213726695530099,45,8,1.043856633782409,1.2549
5.5200000000000005,-0.010160755887847,0.18576,0.4751307662167818,100.8816,7.006400000000001,-0.1132570131295852,23,12,1.0440828553320645,1.548
5.04,0.0154501538003435,0.02598,0.4696063814390941,45.0912,1.0559999999999998,-0.0564030928924393,84,2,1.0437245311099663,1.0507
5.07,-0.0023053126428355,0.04482,0.484356764254406,55.9851,1.7564000000000002,-0.0700259123752267,56,3,1.0436911056543845,1.078
5.420000000000001,-0.0072347262121084,0.1546200000000001,0.3754948844384445,86.3286,5.385599999999999,-0.0675659329364276,14,36,1.0438409078869717,1.3455
5.630000000000002,-0.0022474662286765,0.1656,0.445494930025861,97.8099,6.018800000000001,-0.0939618361722727,28,41,1.0440874098401816,1.9602
5.23,-0.0307916090131854,0.131145,0.7460453810056189,63.6099,5.5348,-0.1566797102137737,76,2,1.043919680080443,1.1718
5.58,-0.0058081053361979,0.1788,0.5222399237988641,95.7414,6.852,-0.1159683097603339,39,26,1.044123888710071,1.6308
5.73,0.0048872808824309,0.13632,0.3951698663897283,100.1709,5.0036000000000005,-0.076854894155495,26,59,1.044114761851601,0.8089
5.13,0.0260730009795447,0.072225,0.3413749350809925,70.9209,2.554,-0.0480511516259778,16,10,1.0436377589272934,1.1278
5.5600000000000005,-0.0072736893530298,0.18528,0.5074730936669531,102.9348,7.3344,-0.12542319346731,32,8,1.0441673064567072,1.592
5.73,0.003428674290557,0.1491449999999999,0.3946114496036579,122.9349,6.088799999999999,-0.0922628708291481,21,2,1.0443651856425509,1.0327
5.8100000000000005,0.0033651227897829,0.1232249999999999,0.2611232017215451,132.6333,4.222,-0.0417152682205136,2,10,1.0443767591291082,0.8896
5.68,0.0012702707891117,0.165525,0.4303950087485135,116.6664,6.6176,-0.104036486008595,24,5,1.0443005145616744,1.5574
5.34,-0.0229958140011408,0.165525,0.5759264501019327,83.62620000000001,6.536,-0.1338278663482079,38,5,1.0439445109394192,1.3239
5.42,-0.0171248439409252,0.1559250000000001,0.5668565720405496,74.22059999999999,6.104,-0.1151867336430929,54,35,1.0439354774360294,1.2829
5.18,0.0195742051838755,0.09432,0.6164130708309817,54.9294,3.761600000000001,-0.1057777802305737,76,14,1.043809498768728,1.1095
5.42,-0.001599826272785,0.1559250000000001,0.4195506614836443,84.2046,5.5664,-0.0818323954198576,22,35,1.0438633778133295,1.336
5.12,0.0276022729883902,0.070485,0.341958177707825,72.44160000000001,2.5216000000000003,-0.0465306102575889,12,7,1.043631102149888,1.1206
5.699999999999999,0.0026023524233349,0.1605599999999999,0.3361434217753024,123.597,5.904,-0.0670015667776876,6,6,1.0442774753343809,0.9962
5.130000000000001,0.0236324341456123,0.07632,0.3880441075498579,71.1009,2.7784000000000004,-0.0586980254797582,19,7,1.043657744661883,1.1353
5.35,-0.0223340588472546,0.17016,0.5107605212436639,90.9495,6.626,-0.1195008726194941,22,1,1.0439377353723387,1.3293
5.7700000000000005,0.0075674389369195,0.1430249999999999,0.3076750868578744,124.2921,4.7756,-0.058427697149551,6,20,1.0442935996178242,0.8095
5.359999999999999,-0.0214640397265791,0.159405,0.6350048228578241,73.5528,6.328,-0.131368031559262,59,19,1.0439512891449882,1.2712
5.31,0.004071769664657,0.1327050000000001,0.4889556621177174,71.6043,4.952,-0.0936850800388985,41,28,1.0438139823066284,1.254
5.62,-0.0030392180019405,0.175485,0.3971833346930405,106.5426,6.1232,-0.084337570818139,14,27,1.0441079198338594,1.8178
5.509999999999999,-0.0107933753132991,0.1701,0.3811150535107654,95.2263,5.8496,-0.069583174921746,11,35,1.043939993601633,1.5208
5.75,0.006219952638978,0.1484999999999999,0.3860884323725798,120.0975,5.55,-0.0873465624771062,20,15,1.0443258926776868,0.9439
5.23,-0.0144749146354509,0.1221,0.4613895195494336,76.7979,4.4928,-0.0851631285505985,23,11,1.043760256203109,1.2256
5.66,-0.0001548755091065,0.1692,0.4465798740666027,104.7438,6.18,-0.0992958712962074,27,30,1.044169594588735,1.785
5.77,0.0076162379660788,0.1403849999999999,0.3452369150003589,113.6121,4.6172,-0.068920476336855,14,42,1.0442108321842842,0.7595
5.33,-0.011725290891735,0.160785,0.4726907456631798,88.2189,5.9864,-0.0985291698003337,17,8,1.0438723739291127,1.3239
5.290000000000001,0.020245644393233,0.1293,0.6027505473445467,63.2337,5.1108,-0.1153718202364293,66,25,1.0438611295120814,1.195
5.74,0.0056340569011094,0.125205,0.3733769211221547,98.3502,4.7336,-0.0715649732036332,25,67,1.0440874098401816,0.7792
5.710000000000001,0.0034162223212865,0.15378,0.4243347610251353,104.1243,5.534400000000001,-0.0880017178540159,27,43,1.044167306456707,1.0382
5.23,-0.0115569039478391,0.11472,0.4410197423955361,73.31790000000001,4.16,-0.0779562787624405,27,17,1.0437423844456015,1.2081
5.340000000000001,-0.0228602369905261,0.146925,0.6218634342939573,68.3862,5.82,-0.1232447123140953,63,25,1.0439106594565886,1.2447
5.64,-0.0015914492908745,0.16974,0.4003664747039199,104.6892,5.9072000000000005,-0.0845749631095223,17,34,1.0441056397564028,1.6128
5.779999999999999,0.0083801975605907,0.124125,0.2642120489882473,110.5074,3.856,-0.037894484937573,4,61,1.0441124808813973,0.7472
5.23,-0.0181356354925036,0.132,0.4846235655527331,82.0779,5.062799999999999,-0.0977081932108575,18,1,1.0437938155054336,1.2142
5.450000000000001,-0.0086424913091404,0.1582650000000001,0.350570380135451,89.6745,5.420000000000001,-0.0582373380325098,9,38,1.0438543863538656,1.3704
5.359999999999999,-0.0045440760573039,0.157365,0.4686974336322788,83.7288,5.7216,-0.0944764008056897,24,21,1.0438633778133295,1.3092
5.6000000000000005,-0.0042951209982415,0.1511250000000001,0.3536347803059419,93.81600000000002,5.344000000000001,-0.0673693045645219,16,55,1.0439625920219715,1.9163
5.620000000000001,-0.0028924720174737,0.1524000000000001,0.3845136926723447,94.3146,5.476,-0.0763043754675665,21,54,1.0440010767602932,1.8735
5.29,-0.0108671896590307,0.135825,0.438640157133408,78.82169999999999,4.884399999999999,-0.0811557995726012,22,20,1.043784860004159,1.261
5.23,-0.0294524703824475,0.12642,0.3822033895810333,84.8379,4.546,-0.0527289877591756,2,7,1.0437312239539147,1.2112
5.85,0.0027184606969658,0.1079999999999999,0.2654334951534459,132.89849999999998,3.594,-0.0473854417310773,6,15,1.0444092054536254,0.948
5.7,0.0028309556368897,0.1289400000000001,0.343535769572502,96.165,4.808000000000001,-0.0667155426781074,20,68,1.0440260240101211,0.9365
5.92,0.0112593687069833,0.0662999999999999,0.1952511916982079,141.5976,2.1072,-0.0267062108575889,3,10,1.044506904598867,2.0666
5.45,-0.0150206551570257,0.163185,0.5106108821418409,81.8025,6.136,-0.1056724419726032,39,34,1.0439399936016334,1.3219
5.88,0.0153659072897393,0.1007249999999999,0.2755509553187976,127.0524,2.9376,-0.049471771229529,9,35,1.0443582452048024,1.5038
5.720000000000001,0.0040341955049845,0.1563,0.3127056792446439,115.4916,4.9984,-0.0532814098733072,4,34,1.0441673064567072,0.8113
5.950000000000001,0.0070402456812139,0.0558599999999999,0.1653061636518091,141.4035,1.2919999999999998,-0.0178666380358846,1,19,1.044495245318266,1.7203
5.710000000000001,0.0033813335838081,0.1607999999999999,0.4200643787557717,111.7563,5.8668,-0.0944657013501889,24,25,1.0442429731158864,1.1272
5.470000000000001,-0.0136587008263712,0.18672,0.5925465480822262,93.8931,7.7784,-0.1479854052057846,45,1,1.044126171169409,1.404
5.119999999999999,0.0187511775497051,0.078045,0.6918547906477763,53.14559999999999,3.2752000000000008,-0.1195534557228169,81,1,1.0438117403928482,1.0693
5.37,-0.0207716558831051,0.173025,0.6804356453772699,79.35210000000001,7.228000000000001,-0.1575601891239381,61,4,1.04403510459307,1.3169
5.16,0.0124221620272619,0.09414,0.6389103746354986,58.7148,3.7952,-0.1126967951388923,68,6,1.0438050163892336,1.1285
5.190000000000001,0.0234910928328639,0.104625,0.3701657652052639,78.47670000000001,3.722,-0.05380121047219,8,10,1.0436866538017926,1.1921
5.710000000000001,0.0035008115529053,0.13458,0.3783002431171135,97.6203,4.9852,-0.0737451762745053,24,63,1.044069198930165,0.8415
5.74,0.0054343121155624,0.1491,0.3024499399550452,127.1622,5.309600000000001,-0.0534288111243596,3,8,1.044307432229956,0.848
5.14,-0.0002043303186246,0.079365,0.5195771304454442,60.9042,3.0432,-0.0839507194283129,52,9,1.043733455476919,1.1347
5.37,-0.0208790699317018,0.17442,0.5495009218057745,89.8281,6.9352,-0.1343132567824036,31,1,1.0439806918978114,1.3494
5.74,0.0054368081726958,0.1528799999999999,0.3145640727724437,119.8422,4.9944,-0.0575324824823495,5,26,1.044229191213092,0.841
5.12,0.0060952844321434,0.075645,0.5986851955678146,58.0176,3.048,-0.099973811895771,63,3,1.0437624914695762,1.1147
5.26,0.011758969645132,0.125205,0.5824158073623699,65.7438,4.855199999999999,-0.1088465749823806,57,19,1.043834172575099,1.2092
5.380000000000001,-0.0201726366588037,0.174525,0.5060376590955797,91.67940000000002,6.6984,-0.1177465067780695,23,5,1.0439558094153265,1.3711
5.109999999999999,0.0146892401389304,0.063105,0.5612680452941214,51.258300000000006,2.506,-0.0848002159832846,76,8,1.0437580212249518,1.0606
5.49,-0.0122244991195136,0.187305,0.5867465451158171,95.2077,7.7976,-0.1455884353609215,45,2,1.0441444415776373,1.4329
5.58,-0.0058122179217202,0.17352,0.4714500961973581,95.5734,6.3744,-0.1021493732701808,30,34,1.044066923901233,1.933
5.040000000000001,0.0210969023672995,0.02598,0.4708992746241675,42.595200000000006,1.0688,-0.0520156645073182,92,2,1.0437423844456015,1.0655
5.34,-0.0228817102640425,0.15048,0.6180493107323207,70.7502,5.923999999999999,-0.1238444775889352,59,22,1.0439151691837394,1.2526
5.6000000000000005,-0.0045304683218731,0.18096,0.3709857519948378,116.22,6.712000000000001,-0.0731271390332902,5,4,1.044169594588735,2.058
5.61,-0.0037101454912805,0.16848,0.3368408944834551,104.04330000000002,5.566400000000001,-0.0548734031024272,5,39,1.044021485490883,1.8257
5.21,0.0193039879495446,0.12168,0.7190967031786626,62.4873,5.0688,-0.1449530481194747,73,3,1.043885876841694,1.1599
5.24,-0.0131005146330438,0.1296,0.4860251553136893,78.4452,4.8512,-0.094871776805523,24,8,1.0437870984458997,1.2484
5.18,-0.0046089754681621,0.107685,0.5638324434401227,69.6294,4.2384,-0.1083201162730397,42,3,1.0437826218513742,1.1733
5.949999999999999,0.0202965147290605,0.0616649999999999,0.1808831414033,125.4075,1.12,-0.0187172817129977,1,62,1.0442959042964972,1.5564
5.609999999999999,-0.0038074126459826,0.180225,0.3703109605935165,113.7753,6.433200000000001,-0.0731014022392101,6,12,1.044146726721276,2.0172
5.449999999999999,-0.0151618748598628,0.181665,0.4692549490206206,96.2265,6.744,-0.1058767707896348,19,12,1.0439942791562915,1.4291
5.5200000000000005,-0.0100752363354134,0.17376,0.4841391588333778,90.9456,6.4048,-0.1041011906692417,31,32,1.0440101443579275,1.4312
5.53,-0.0001150158319409,0.1565850000000001,0.3508040567642463,91.4529,5.4456,-0.0639150776080529,13,48,1.0439084050314449,1.7212
5.34,-0.0003585639172885,0.15678,0.5189592371024545,81.40620000000001,5.8736,-0.1090959809315885,32,16,1.0438813747050126,1.3039
5.76,0.006922784853618,0.1457249999999999,0.3776447977701685,120.5088,5.3584,-0.0843917446085882,19,17,1.0443258926776868,0.8628
5.28,-0.0024989568009771,0.1431,0.5406965549154641,77.64240000000001,5.4608,-0.1122937121179763,35,10,1.0438476458126953,1.2579
5.8,0.0097102652669253,0.1327649999999999,0.3104150707437519,119.56199999999998,4.176,-0.0591740374052011,9,37,1.0442567658603097,0.8074
5.6,-0.0043772661875312,0.165165,0.3915188489394434,97.968,5.752000000000001,-0.0777564472600174,17,43,1.044019216674111,1.875
5.11,0.0236976221506278,0.065865,0.4607013443111953,63.2343,2.49,-0.0707940894836064,40,6,1.043686653801793,1.1144
5.08,0.0154295449083116,0.0471,0.5230483301306614,48.2244,1.8752,-0.0725020822728397,80,6,1.0437423844456015,1.0646
5.77,0.0075880801409778,0.1394249999999999,0.2711891007382649,116.9241,4.18,-0.0382066739517592,1,44,1.044171883019941,0.7844
5.84,0.0091309846530798,0.105525,0.3032302552292192,133.5912,4.136,-0.0607664690681932,13,5,1.0444603136493609,0.8994
5.85,0.0132983477494747,0.1060649999999999,0.3093896153203811,114.4065,3.350000000000001,-0.0554214247789543,14,58,1.044229191213092,0.7906
5.150000000000001,0.0209519823148435,0.08496,0.6462920654930185,52.6995,3.4440000000000004,-0.1081568957729133,81,9,1.043809498768728,1.0859
5.629999999999999,-0.0022479439232827,0.170745,0.4911172736853857,97.9179,6.4276,-0.105430122477896,36,34,1.0441375879374808,1.9047
5.61,-0.0037773399622843,0.179505,0.3967702258208753,109.6713,6.3924,-0.0859070736453164,12,18,1.0441330203357304,2.0072
5.49,-0.0122331265774866,0.1835999999999999,0.5635207132322733,91.3077,7.2084,-0.130879420278667,42,15,1.044078302011347,1.4433
5.160000000000001,-0.0166193123345507,0.095325,0.4709402806912741,71.87880000000001,3.6,-0.0828440853184256,27,5,1.0437178408523915,1.1688
5.4,-0.01866186657936,0.172125,0.5720423536367552,83.71799999999999,6.672,-0.1277439953771871,42,15,1.0439761651652997,1.3575
5.21,-0.0294371879204611,0.116505,0.3769972209429911,82.1553,4.1732,-0.0529239719849174,4,8,1.0437089245294875,1.213
5.5,-0.0116124564294138,0.18366,0.4043958178706914,102.387,6.52,-0.0787843370783937,8,16,1.0440078770163066,1.614
5.450000000000001,-0.0150608518642934,0.169665,0.5059478922483556,85.59450000000001,6.310000000000001,-0.1074926784453507,34,28,1.0439558094153267,1.3545
5.300000000000001,0.0018061686492791,0.142965,0.5357963544584976,75.477,5.396,-0.1071907902988824,39,17,1.0438476458126953,1.259
5.279999999999999,-0.027262519716501,0.14832,0.6384969637618838,74.5704,5.9968,-0.1401676615903885,52,4,1.0439129141739996,1.2709
5.640000000000001,-0.0015672128962707,0.16848,0.4316558091246237,101.7612,6.0288,-0.093038676115728,24,36,1.0441124808813973,1.7038
5.29,0.0096298675939702,0.1345800000000001,0.5638458808804707,69.40170000000002,5.164000000000001,-0.1082304317967925,51,21,1.0438453995469277,1.2176
5.640000000000001,-0.0015883803601568,0.17358,0.4450823842064141,105.1692,6.3424000000000005,-0.1010347631626863,25,26,1.04416044385507,1.8911
5.21,-0.020902009702808,0.1176,0.4405373683936814,78.7833,4.337200000000001,-0.0783487202532954,16,7,1.0437401517718143,1.1999
5.75,0.0063045682930339,0.127185,0.3155997819327222,104.0535,4.36,-0.056100259059957,13,64,1.0440851324376674,0.7704
